1.583924,1.537238,2.187865,2.334411,-0.483728,-1.288572,1.000000
0.756535,-0.925931,1.082653,0.801607,0.712007,-0.228890,1.000000
0.973539,0.165589,-0.347239,-0.350696,-1.257494,-0.292075,0.000000
1.215275,-0.536503,-0.345131,0.384613,-0.741833,-2.643484,1.000000
-0.215228,1.135726,-0.947815,1.775505,0.693808,0.323503,0.000000
-0.555102,-0.073728,-0.224821,1.402894,0.137250,0.457989,0.000000
-0.789432,0.186093,-0.393847,-0.754078,-2.238469,1.735348,0.000000
0.762953,0.421666,0.797957,0.784931,-0.429662,0.194645,1.000000
0.151752,0.027142,-0.649120,-1.099409,0.237831,0.459541,0.000000
0.878183,-0.608694,-0.166137,-1.889609,-0.955654,-0.158903,0.000000
1.018498,0.548035,0.588098,-0.704961,-0.619258,-1.013497,1.000000
-0.338125,0.913359,-0.927404,-0.840071,0.937883,1.312216,0.000000
-0.750594,-1.383446,0.448787,0.359875,-0.454639,0.731065,0.000000
-0.229282,-0.292703,-0.211776,1.503162,1.402264,1.544983,0.000000
3.467629,7.023309,1.408545,-0.902715,1.276778,1.383243,0.000000
1.224140,0.991277,1.443941,0.462298,2.021226,-1.427844,1.000000
-0.785630,-0.940757,0.105293,-0.521543,-0.200940,0.207237,0.000000
0.972291,0.808122,-0.397903,0.238954,0.581040,1.688683,0.000000
-0.392735,0.521534,1.085918,1.800240,0.497100,1.878206,0.000000
0.050147,-1.393045,-1.481472,-0.934609,-1.304177,-1.163052,0.000000
0.673010,-0.237373,0.277494,-0.127422,0.553211,0.831535,1.000000
1.355614,-0.029445,0.410774,0.615912,0.688192,-0.767381,1.000000
-0.958552,0.565220,0.341452,1.531836,-1.131276,-0.368479,0.000000
1.088626,-0.161094,0.467727,-0.517094,0.140354,1.009663,1.000000
1.969295,1.774025,1.381910,1.764713,-0.963867,0.805277,1.000000
0.641282,-0.658263,0.805799,1.338421,-0.652745,0.061403,1.000000
0.077405,0.258658,-0.885366,-0.310124,-1.115792,0.038881,0.000000
-0.594426,-0.274099,-0.199042,1.629442,0.601571,-0.143587,0.000000
-1.455030,-0.184202,1.159148,1.597269,0.699925,-0.050719,0.000000
1.002808,-1.357387,-0.556922,-1.913584,-0.259261,-0.559462,0.000000
1.264598,0.351444,1.648257,-2.223631,-1.708666,-0.953203,1.000000
1.699292,1.042407,1.191562,-0.771017,0.432587,0.685247,1.000000
-0.655844,0.303657,-1.605493,1.024471,-1.901593,-0.477360,0.000000
-0.703610,-0.249107,1.129878,0.103018,0.837233,-0.170014,0.000000
0.385553,-1.012989,-1.716640,1.652595,-0.636671,-0.015537,0.000000
-0.094976,0.725392,-0.058168,0.666148,1.240115,-1.389360,0.000000
-0.056095,0.129958,-0.883187,0.752214,0.766522,1.217896,1.000000
0.262220,0.400004,-0.488199,-0.835224,-0.514321,0.122909,0.000000
1.064437,2.759253,0.402433,1.904555,0.004724,0.858884,0.000000
0.066245,-0.039048,-0.056111,-1.149208,-1.732513,-0.427521,0.000000
-0.717521,-1.129855,-0.864833,0.761432,-1.821890,-0.049271,0.000000
1.213184,-0.307710,-0.159713,1.527522,-0.540062,0.699452,0.000000
0.219038,-0.465972,-0.181984,-0.760288,0.557831,-0.233232,0.000000
0.367592,-1.611524,-0.475328,1.254856,0.648795,0.171301,0.000000
1.728127,-0.140027,1.935912,-0.477098,1.919736,-0.150451,1.000000
-0.457585,-0.262815,0.883807,0.007215,-0.089364,0.169205,0.000000
-0.406601,0.171957,-1.283565,0.396350,0.637314,-0.329796,0.000000
2.296922,0.382783,0.276892,-1.695151,-1.205678,-0.678172,1.000000
-0.092725,0.710379,-0.678440,1.151891,-0.596685,-0.965484,0.000000
-0.217635,0.291532,-0.917933,0.793683,0.209523,-0.547732,0.000000
-0.160375,-0.181292,-0.130477,1.714497,0.685009,0.065466,0.000000
-0.589388,0.625749,1.720583,-0.046576,-1.329952,0.071071,0.000000
-0.742179,-0.068536,-0.054499,0.548702,-0.215519,1.311663,0.000000
-0.294240,1.242399,-1.273315,0.420459,0.411075,0.001990,0.000000
-0.173219,-1.802474,-0.414763,1.950589,0.204268,-0.240848,0.000000
1.014303,0.629651,1.650300,1.291944,-1.037387,1.039646,1.000000
0.723204,0.939245,0.460859,-0.809521,-0.891936,-1.432940,1.000000
-0.493826,0.164506,-0.396556,-1.248484,-1.545207,0.947023,0.000000
-0.475765,-0.716675,0.295822,1.379324,0.874965,0.201415,0.000000
1.819264,-0.819132,2.916153,0.172869,1.770089,-0.126710,1.000000
1.381941,-0.768133,-0.317419,0.067052,-0.338739,-2.324085,1.000000
0.473397,-1.113836,0.695313,1.665013,-0.689294,-0.028022,1.000000
1.024613,0.865319,1.333011,-0.103878,0.693279,0.741330,1.000000
-1.281101,-0.491750,-1.378834,0.932338,-0.491995,0.391436,0.000000
1.838189,-0.960152,3.119706,0.307838,1.739014,-0.121780,1.000000
-0.069070,0.170626,1.014220,2.119423,-1.511324,0.087629,1.000000
-1.074745,0.741118,0.404726,-0.938557,-0.146617,-0.079238,0.000000
0.682575,-0.976831,1.123118,0.778516,0.712451,-0.303736,1.000000
-0.662521,-1.582397,0.506322,-0.097699,-0.855086,0.083615,0.000000
0.846319,1.445830,0.134111,-1.599078,-1.098219,-1.197082,0.000000
-0.358729,-1.825394,-0.607014,1.444310,0.757067,0.705427,1.000000
-0.053970,-0.449721,-0.114766,-0.595812,0.193777,0.267751,0.000000
